,Unnamed: 0,uid,player_idx,launch_id,mech,period,contr_nrmd,contr_oth_nrmd,pool_nrmd,action,offer,reward,pool,others_action_mean,others_offer_mean,completed,cluster
1310,1310,17017594_p0,0,17017594,Mixed Baseline Exp 1,31,0.7704654990019025,0.591387243495808,0.2590054702758789,12.0,15.574999809265137,3.5749998092651367,51.80109405517578,7.333333333333333,12.074999491373696,True,2
1311,1311,17017594_p0,0,17017594,Mixed Baseline Exp 1,32,0.8362369671427617,0.5494973469501423,0.2380054664611816,12.0,14.34999942779541,2.34999942779541,47.60109329223633,6.333333333333333,11.083333015441896,True,2
1312,1312,17017594_p0,0,17017594,Mixed Baseline Exp 1,33,0.8679927787020965,0.5124223499263286,0.2170054626464844,12.0,13.824999809265137,1.8249998092651367,43.40109252929688,5.333333333333333,9.858332951863607,True,2
1313,1313,17017594_p0,0,17017594,Mixed Baseline Exp 1,34,0.9022556908546212,0.5405844233629776,0.1960054779052734,12.0,13.299999237060549,1.2999992370605469,39.20109558105469,5.0,8.633333206176758,True,2
1314,1314,17017594_p0,0,17017594,Mixed Baseline Exp 1,35,0.9142857142857144,0.5651491541822419,0.1890054893493652,12.0,13.125,1.125,37.80109786987305,5.0,8.22499974568685,True,2
1315,1315,17017594_p0,0,17017594,Mixed Baseline Exp 1,36,0.9142857142857144,0.4744462031980758,0.1890054893493652,12.0,13.125,1.125,37.80109786987305,4.0,8.22499974568685,True,2
1316,1316,17017594_p0,0,17017594,Mixed Baseline Exp 1,37,0.8730159126621994,0.6216931499261117,0.1680054855346679,11.0,12.59999942779541,1.5999994277954102,33.601097106933594,4.333333333333333,6.9999996821085615,True,2
1317,1317,17017594_p0,0,17017594,Mixed Baseline Exp 1,38,0.8403361613918324,0.4521404655246863,0.1680054855346679,10.0,11.899999618530272,1.8999996185302728,33.601097106933594,3.333333333333333,7.233333110809326,True,2
1318,1318,17017594_p0,0,17017594,Mixed Baseline Exp 1,39,0.9523809523809524,0.4638218948552972,0.1400054931640625,10.0,10.5,0.5,28.0010986328125,3.0,5.833333333333333,True,2
1319,1319,17017594_p0,0,17017594,Mixed Baseline Exp 1,40,0.871670718281646,0.2657807443704064,0.1330054950714111,9.0,10.324999809265137,1.3249998092651367,26.601099014282227,2.0,5.424999872843425,True,2
1320,1320,17017594_p1,1,17017594,Mixed Baseline Exp 1,1,0.5000030136290037,0.6000036163548045,1.0,25.0,49.999698638916016,24.999698638916016,200.0,30.0,49.999698638916016,True,2
1321,1321,17017594_p1,1,17017594,Mixed Baseline Exp 1,2,0.584717607973422,0.6530146594103122,0.8050060272216797,22.0,37.625,15.625,161.00120544433594,27.33333333333333,41.12503306070963,True,2
1322,1322,17017594_p1,1,17017594,Mixed Baseline Exp 1,3,0.5952381222696814,0.6196117338996586,0.7280055236816406,20.0,33.599998474121094,13.599998474121094,145.60110473632812,23.666666666666668,37.333333333333336,True,2
1323,1323,17017594_p1,1,17017594,Mixed Baseline Exp 1,4,0.6015037747338667,0.7057115140508712,0.6370055770874025,18.0,29.924999237060547,11.924999237060549,127.40111541748048,23.0,32.491665522257485,True,2
1324,1324,17017594_p1,1,17017594,Mixed Baseline Exp 1,5,0.7187781068311325,0.6565897430275864,0.6090055847167969,20.0,27.82499885559082,7.82499885559082,121.80111694335938,20.666666666666668,31.32499821980794,True,2
1325,1325,17017594_p1,1,17017594,Mixed Baseline Exp 1,6,0.6701940395991164,0.6449643445387122,0.5740055847167969,19.0,28.349998474121094,9.349998474121094,114.80111694335938,18.666666666666668,28.816665649414062,True,2
1326,1326,17017594_p1,1,17017594,Mixed Baseline Exp 1,7,0.6811731511710074,0.632851043337035,0.5250056076049805,18.0,26.424999237060547,8.424999237060547,105.0011215209961,16.666666666666668,26.19166628519694,True,2
1327,1327,17017594_p1,1,17017594,Mixed Baseline Exp 1,8,0.7346938775510204,0.6458223025088295,0.4760055923461914,18.0,24.5,6.5,95.20111846923828,15.333333333333334,23.56666628519694,True,2
1328,1328,17017594_p1,1,17017594,Mixed Baseline Exp 1,9,0.7142857371830575,0.6093778757309324,0.4480055999755859,17.0,23.799999237060547,6.799999237060547,89.60111999511719,13.666666666666666,21.933332443237305,True,2
1329,1329,17017594_p1,1,17017594,Mixed Baseline Exp 1,10,0.7256236078733278,0.6773558344163938,0.4060055923461914,16.0,22.049999237060547,6.049999237060547,81.20111846923828,13.666666666666666,19.71666653951009,True,2
1330,1330,17017594_p1,1,17017594,Mixed Baseline Exp 1,11,0.7556080555600093,0.6221321139103883,0.3990055847167968,16.0,21.174999237060547,5.174999237060547,79.80111694335938,12.333333333333334,19.54166603088379,True,2
1331,1331,17017594_p1,1,17017594,Mixed Baseline Exp 1,12,0.7814407668817585,0.6592996127331158,0.3710055541992187,16.0,20.475000381469727,4.475000381469727,74.20111083984375,12.0,17.90833346048991,True,2
1332,1332,17017594_p1,1,17017594,Mixed Baseline Exp 1,13,0.7389162839284918,0.6575963845732112,0.3640055465698242,15.0,20.299999237060547,5.299999237060547,72.80110931396484,11.666666666666666,17.499999682108562,True,2
1333,1333,17017594_p1,1,17017594,Mixed Baseline Exp 1,14,0.7792207792207793,0.6442276361796438,0.3500055313110352,15.0,19.25,4.25,70.00110626220703,11.0,16.916666348775227,True,2
1334,1334,17017594_p1,1,17017594,Mixed Baseline Exp 1,15,0.793650809669511,0.6523809631935868,0.3360055160522461,15.0,18.89999961853028,3.8999996185302734,67.20110321044922,10.666666666666666,16.099999745686848,True,2
1335,1335,17017594_p1,1,17017594,Mixed Baseline Exp 1,16,0.8010680744681858,0.6684995481792115,0.3290055084228516,15.0,18.725000381469727,3.725000381469727,65.80110168457031,10.666666666666666,15.69166628519694,True,2
1336,1336,17017594_p1,1,17017594,Mixed Baseline Exp 1,17,0.8010680744681858,0.6684995481792115,0.3290054702758789,15.0,18.725000381469727,3.725000381469727,65.80109405517578,10.666666666666666,15.69166628519694,True,2
1337,1337,17017594_p1,1,17017594,Mixed Baseline Exp 1,18,0.8010680744681858,0.6885496734924947,0.3290054321289062,15.0,18.725000381469727,3.725000381469727,65.80108642578125,11.0,15.69166628519694,True,2
1338,1338,17017594_p1,1,17017594,Mixed Baseline Exp 1,19,0.793650809669511,0.6456140437138654,0.3360054016113281,15.0,18.89999961853028,3.8999996185302734,67.20108032226562,10.666666666666666,16.099999745686848,True,2
1339,1339,17017594_p1,1,17017594,Mixed Baseline Exp 1,20,0.6942589978724277,0.6996863789584102,0.3290053939819335,13.0,18.725000381469727,5.725000381469727,65.80107879638672,11.333333333333334,15.691665649414062,True,2
1340,1340,17017594_p1,1,17017594,Mixed Baseline Exp 1,21,0.750360799926106,0.7358288243166959,0.3290053939819335,13.0,17.32499885559082,4.32499885559082,65.80107879638672,12.333333333333334,16.15833282470703,True,2
1341,1341,17017594_p1,1,17017594,Mixed Baseline Exp 1,22,0.7843137087287431,0.6480985585285158,0.3500054168701172,14.0,17.850000381469727,3.850000381469727,70.00108337402344,11.666666666666666,17.38333288828532,True,2
1342,1342,17017594_p1,1,17017594,Mixed Baseline Exp 1,23,0.7074829931972789,0.637031774788627,0.3430054092407226,13.0,18.375,5.375,68.60108184814453,11.0,16.741666158040363,True,2
1343,1343,17017594_p1,1,17017594,Mixed Baseline Exp 1,24,0.699708470374204,0.6587015763006018,0.3220054244995117,12.0,17.149999618530273,5.149999618530273,64.40108489990234,10.666666666666666,15.75,True,2
1344,1344,17017594_p1,1,17017594,Mixed Baseline Exp 1,25,0.6832297974763053,0.6640990008364344,0.3080054092407226,11.0,16.100000381469727,5.100000381469727,61.60108184814453,10.333333333333334,15.166666030883787,True,2
1345,1345,17017594_p1,1,17017594,Mixed Baseline Exp 1,26,0.7308970470186175,0.6905529756364214,0.2940054130554199,11.0,15.049999237060549,4.049999237060547,58.801082611083984,10.333333333333334,14.583332697550455,True,2
1346,1346,17017594_p1,1,17017594,Mixed Baseline Exp 1,27,0.7308970470186175,0.6905529756364214,0.2940054321289062,11.0,15.049999237060549,4.049999237060547,58.80108642578125,10.333333333333334,14.583332697550455,True,2
1347,1347,17017594_p1,1,17017594,Mixed Baseline Exp 1,28,0.7308970470186175,0.6905529756364214,0.2940054512023926,11.0,15.049999237060549,4.049999237060547,58.80109024047852,10.333333333333334,14.583332697550455,True,2
1348,1348,17017594_p1,1,17017594,Mixed Baseline Exp 1,29,0.7308970470186175,0.6616929448700328,0.2940054702758789,11.0,15.049999237060549,4.049999237060547,58.80109405517578,10.0,14.583332697550455,True,2
1349,1349,17017594_p1,1,17017594,Mixed Baseline Exp 1,30,0.7394957983193278,0.5935996242160207,0.2870054817199707,11.0,14.875,3.875,57.40109634399414,8.666666666666666,14.174999872843424,True,2
1350,1350,17017594_p1,1,17017594,Mixed Baseline Exp 1,31,0.7760141511147662,0.58953769279152,0.2590054702758789,11.0,14.174999237060549,3.174999237060547,51.80109405517578,7.666666666666667,12.541666348775228,True,2
1351,1351,17017594_p1,1,17017594,Mixed Baseline Exp 1,32,0.7326007530743597,0.5840427516396096,0.2380054664611816,10.0,13.649999618530272,3.6499996185302734,47.60109329223633,7.0,11.31666628519694,True,2
1352,1352,17017594_p1,1,17017594,Mixed Baseline Exp 1,33,0.7243461209361959,0.5603045691816289,0.2170054626464844,9.0,12.424999237060549,3.424999237060547,43.40109252929688,6.333333333333333,10.324999809265137,True,2
